上证50 (000016) on 06-17 17:05:51, price= 3000.03, ratio= -1.57%,amount=941910.56 
国星光电(002449) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
康得新  (002450) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
摩恩电气(002451) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
长高集团(002452) on 07-13 22:17:49, price= 8.34, ratio=  0.48%,amount=15261.61 
天马精化(002453) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
松芝股份(002454) on 07-13 22:17:49, price=17.99, ratio=  1.81%,amount=19173.45 
百川股份(002455) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
欧菲光  (002456) on 07-13 22:17:49, price=38.06, ratio=  0.18%,amount=293170.89 
青龙管业(002457) on 07-13 22:17:49, price=12.07, ratio=  4.50%,amount=40395.91 
益生股份(002458) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
天业通联(002459) on 07-13 22:17:49, price=19.75, ratio=  1.28%,amount=24539.99 
赣锋锂业(002460) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
珠江啤酒(002461) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
嘉事堂  (002462) on 07-13 22:17:49, price=39.47, ratio=  0.00%,amount=1644.60 
沪电股份(002463) on 07-13 22:17:49, price= 7.40, ratio=  4.67%,amount=76240.31 
金利科技(002464) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
海格通信(002465) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
天齐锂业(002466) on 07-13 22:17:49, price=50.31, ratio=  0.00%,amount=32945.39 
二六三  (002467) on 07-13 22:17:49, price=13.75, ratio=  0.00%,amount=5533.53 
艾迪西  (002468) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
三维工程(002469) on 07-13 22:17:49, price=16.97, ratio=  2.79%,amount=32909.61 
金正大  (002470) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
中超电缆(002471) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
双环传动(002472) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
圣莱达  (002473) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
榕基软件(002474) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
立讯精密(002475) on 07-13 22:17:49, price=37.99, ratio=  5.56%,amount=123041.43 
宝莫股份(002476) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
雏鹰农牧(002477) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
常宝股份(002478) on 07-13 22:17:49, price=13.68, ratio=  4.75%,amount=26584.34 
富春环保(002479) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
新筑股份(002480) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
双塔食品(002481) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
广田股份(002482) on 07-13 22:17:49, price=25.91, ratio=  0.35%,amount=29856.38 
润邦股份(002483) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
江海股份(002484) on 07-13 22:17:49, price=19.50, ratio=  2.04%,amount=20326.09 
希努尔  (002485) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
嘉麟杰  (002486) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
大金重工(002487) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
金固股份(002488) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
浙江永强(002489) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
山东墨龙(002490) on 07-13 22:17:49, price=10.76, ratio=  5.49%,amount=27454.04 
通鼎互联(002491) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
恒基达鑫(002492) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
荣盛石化(002493) on 07-13 22:17:49, price=18.44, ratio=  0.77%,amount=14686.92 
华斯股份(002494) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
佳隆股份(002495) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
辉丰股份(002496) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
雅化集团(002497) on 07-13 22:17:49, price= 7.11, ratio=  1.57%,amount=40740.92 
汉缆股份(002498) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
科林环保(002499) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
山西证券(002500) on 07-13 22:17:49, price=17.02, ratio=  6.57%,amount=197355.02 
利源精制(002501) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
骅威股份(002502) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
搜于特  (002503) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
东光微电(002504) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
大康牧业(002505) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
*ST集成 (002506) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
涪陵榨菜(002507) on 07-13 22:17:49, price=22.84, ratio=  2.19%,amount=27131.12 
老板电器(002508) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
天广消防(002509) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
天汽模  (002510) on 07-13 22:17:49, price=11.96, ratio=  1.36%,amount=20877.63 
中顺洁柔(002511) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
达华智能(002512) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
蓝丰生化(002513) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
宝馨科技(002514) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
金字火腿(002515) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
江苏旷达(002516) on 07-13 22:17:49, price=13.44, ratio=  0.00%,amount=19789.92 
泰亚股份(002517) on 07-13 22:17:49, price=30.65, ratio=  0.00%,amount=4282.33 
科士达  (002518) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
银河电子(002519) on 07-13 22:17:49, price=17.83, ratio=  0.00%,amount=2093.26 
日发精机(002520) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
齐峰新材(002521) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
浙江众成(002522) on 07-13 22:17:49, price=33.55, ratio= 21.82%,amount=288941.44 
天桥起重(002523) on 07-13 22:17:49, price= 8.79, ratio=  0.00%,amount=17627.39 
光正集团(002524) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
山东矿机(002526) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
新时达  (002527) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
英飞拓  (002528) on 07-13 22:17:49, price=10.95, ratio=  0.00%,amount=509.54 
海源机械(002529) on 07-13 22:17:49, price=13.51, ratio=  0.00%,amount=409.57 
丰东股份(002530) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
天顺风能(002531) on 07-13 22:17:49, price=11.22, ratio=  0.00%,amount=19968.59 
新界泵业(002532) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
金杯电工(002533) on 07-13 22:17:49, price= 9.19, ratio=  4.20%,amount=31263.37 
杭锅股份(002534) on 07-13 22:17:49, price=17.46, ratio=  4.86%,amount=27219.13 
林州重机(002535) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
西泵股份(002536) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
海立美达(002537) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
司尔特  (002538) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
新都化工(002539) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
亚太科技(002540) on 07-13 22:17:49, price=10.77, ratio=  0.19%,amount=44001.08 
鸿路钢构(002541) on 07-13 22:17:49, price=17.62, ratio=  4.51%,amount=14962.60 
中化岩土(002542) on 07-13 22:17:49, price=11.98, ratio=  0.67%,amount=20315.99 
万和电气(002543) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
杰赛科技(002544) on 07-13 22:17:49, price=25.74, ratio=  0.00%,amount=3940.25 
东方铁塔(002545) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
新联电子(002546) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
春兴精工(002547) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
金新农  (002548) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
凯美特气(002549) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
千红制药(002550) on 07-13 22:17:49, price=16.72, ratio=  0.00%,amount=747.29 
尚荣医疗(002551) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
宝鼎重工(002552) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
南方轴承(002553) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
惠博普  (002554) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
顺荣三七(002555) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
辉隆股份(002556) on 07-13 22:17:49, price=13.00, ratio=  0.00%,amount=880.60 
洽洽食品(002557) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
世纪游轮(002558) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
亚威股份(002559) on 07-13 22:17:49, price=20.56, ratio=  4.90%,amount=63706.26 
通达股份(002560) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
徐家汇  (002561) on 07-13 22:17:49, price=14.16, ratio=  2.53%,amount=20902.38 
兄弟科技(002562) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
森马服饰(002563) on 07-13 22:17:49, price=25.29, ratio=  3.65%,amount=31288.67 
天沃科技(002564) on 07-13 22:17:49, price= 8.95, ratio=  0.00%,amount=2768.44 
上海绿新(002565) on 07-13 22:17:49, price= 8.38, ratio=  4.49%,amount=37458.56 
益盛药业(002566) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
唐人神  (002567) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
百润股份(002568) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
步森股份(002569) on 07-13 22:17:49, price=25.56, ratio=  8.49%,amount=47207.70 
贝因美  (002570) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
德力股份(002571) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
索菲亚  (002572) on 07-13 22:17:49, price=40.84, ratio=  6.63%,amount=53780.21 
清新环境(002573) on 07-13 22:17:49, price=16.61, ratio=  0.00%,amount=9269.85 
明牌珠宝(002574) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
群兴玩具(002575) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
通达动力(002576) on 07-13 22:17:49, price=21.79, ratio=  0.00%,amount=25032.07 
雷柏科技(002577) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
闽发铝业(002578) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
中京电子(002579) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
圣阳股份(002580) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
万昌科技(002581) on 07-13 22:17:49, price=42.88, ratio=  4.59%,amount=68879.67 
好想你  (002582) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
海能达  (002583) on 07-13 22:17:49, price=14.03, ratio=  0.00%,amount=1658.49 
西陇化工(002584) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
双星新材(002585) on 07-13 22:17:49, price=13.32, ratio=  2.46%,amount=18694.69 
围海股份(002586) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
奥拓电子(002587) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
史丹利  (002588) on 07-13 22:17:49, price=25.74, ratio=  2.63%,amount=23669.42 
瑞康医药(002589) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
万安科技(002590) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
恒大高新(002591) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
八菱科技(002592) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
日上集团(002593) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
比亚迪  (002594) on 07-13 22:17:49, price=59.48, ratio=  6.40%,amount=199122.62 
豪迈科技(002595) on 07-13 22:17:49, price=27.59, ratio=  6.12%,amount=84996.54 
海南瑞泽(002596) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
金禾实业(002597) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
山东章鼓(002598) on 07-13 22:17:49, price=10.78, ratio=  4.26%,amount=14029.12 
盛通股份(002599) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
江粉磁材(002600) on 07-13 22:17:49, price= 8.17, ratio=  0.12%,amount=32139.23 
佰利联  (002601) on 07-13 22:17:49, price=39.53, ratio=  3.51%,amount=26791.97 
世纪华通(002602) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
以岭药业(002603) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
龙力生物(002604) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
姚记扑克(002605) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
大连电瓷(002606) on 07-13 22:17:49, price=13.32, ratio=  0.30%,amount=19611.50 
亚夏汽车(002607) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
*ST舜船 (002608) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
捷顺科技(002609) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
爱康科技(002610) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
东方精工(002611) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
朗姿股份(002612) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
北玻股份(002613) on 07-13 22:17:49, price= 6.63, ratio=  0.00%,amount=828.36 
蒙发利  (002614) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
哈尔斯  (002615) on 07-13 22:17:49, price=17.83, ratio=  4.88%,amount=13297.66 
长青集团(002616) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
露笑科技(002617) on 07-13 22:17:49, price=41.88, ratio=  7.38%,amount=38709.95 
丹邦科技(002618) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
巨龙管业(002619) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
瑞和股份(002620) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
大连三垒(002621) on 07-13 22:17:49, price=17.30, ratio=  0.12%,amount=10464.45 
永大集团(002622) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
亚玛顿  (002623) on 07-13 22:17:49, price=31.77, ratio=  2.82%,amount=19312.78 
完美环球(002624) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
龙生股份(002625) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
金达威  (002626) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
宜昌交运(002627) on 07-13 22:17:49, price=21.93, ratio=  0.00%,amount=10069.64 
成都路桥(002628) on 07-13 22:17:49, price= 6.24, ratio=  0.65%,amount=38448.45 
仁智油服(002629) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
华西能源(002630) on 07-13 22:17:49, price=11.52, ratio=  0.00%,amount=872.60 
德尔家居(002631) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
道明光学(002632) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
*ST申科 (002633) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
棒杰股份(002634) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
安洁科技(002635) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
金安国纪(002636) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
赞宇科技(002637) on 07-13 22:17:49, price=17.45, ratio=  0.00%,amount=2044.09 
勤上光电(002638) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
雪人股份(002639) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
跨境通  (002640) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
永高股份(002641) on 07-13 22:17:49, price=11.29, ratio=  6.31%,amount=28066.27 
荣之联  (002642) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
万润股份(002643) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
佛慈制药(002644) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
华宏科技(002645) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
青青稞酒(002646) on 07-13 22:17:49, price=25.77, ratio=  3.95%,amount=47362.59 
宏磊股份(002647) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
卫星石化(002648) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
博彦科技(002649) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
加加食品(002650) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
利君股份(002651) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
扬子新材(002652) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
海思科  (002653) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
万润科技(002654) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
共达电声(002655) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
卡奴迪路(002656) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
中科金财(002657) on 07-13 22:17:49, price=66.42, ratio=  0.00%,amount=10946.94 
雪迪龙  (002658) on 07-13 22:17:49, price=25.89, ratio=  3.56%,amount=47724.97 
中泰桥梁(002659) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
茂硕电源(002660) on 07-13 22:17:49, price=10.07, ratio=  0.00%,amount=368.24 
克明面业(002661) on 07-13 22:17:49, price=46.06, ratio=  3.32%,amount=19954.11 
京威股份(002662) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
普邦园林(002663) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
信质电机(002664) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
首航节能(002665) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
德联集团(002666) on 07-13 22:17:49, price=10.43, ratio=  0.00%,amount=645.20 
鞍重股份(002667) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
奥马电器(002668) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
康达新材(002669) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
华声股份(002670) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
龙泉股份(002671) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
东江环保(002672) on 07-13 22:17:49, price=17.03, ratio=  0.00%,amount=1679.38 
西部证券(002673) on 07-13 22:17:49, price=33.71, ratio=  2.93%,amount=412564.41 
兴业科技(002674) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
东诚药业(002675) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
顺威股份(002676) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
浙江美大(002677) on 07-13 22:17:49, price=20.49, ratio=  3.22%,amount=34902.62 
珠江钢琴(002678) on 07-13 22:17:49, price=16.90, ratio=  0.00%,amount=14774.15 
福建金森(002679) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
黄海机械(002680) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
奋达科技(002681) on 07-13 22:17:49, price=37.21, ratio=  9.44%,amount=87278.88 
龙洲股份(002682) on 07-13 22:17:49, price=21.19, ratio= 10.36%,amount=65807.87 
宏大爆破(002683) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
猛狮科技(002684) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
华东重机(002685) on 07-13 22:17:49, price=10.25, ratio=  0.00%,amount=17755.76 
亿利达  (002686) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
乔治白  (002687) on 07-13 22:17:49, price= 9.63, ratio=  0.00%,amount=6287.25 
金河生物(002688) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
博林特  (002689) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
美亚光电(002690) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
冀凯股份(002691) on 07-13 22:17:49, price=16.98, ratio=  5.99%,amount=13098.58 
远程电缆(002692) on 07-13 22:17:49, price=22.19, ratio=  3.89%,amount=14617.72 
双成药业(002693) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
顾地科技(002694) on 07-13 22:17:49, price=13.45, ratio=  3.70%,amount=13071.61 
煌上煌  (002695) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
百洋股份(002696) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
红旗连锁(002697) on 07-13 22:17:49, price=12.65, ratio=  2.85%,amount=41171.99 
博实股份(002698) on 07-13 22:17:49, price= 0.00, ratio=  0.00%,amount= 0.00 
美盛文化(002699) on 07-13 22:17:49, price=34.10, ratio=  0.00%,amount=3013.63 
新疆浩源(002700) on 07-13 22:17:49, price=13.66, ratio=  1.94%,amount=13806.17 
